	F1D3Q.sam.counts	F1DFM.sam.counts	F1DNM.sam.counts	F1N1Q.sam.counts	F1N3Q.sam.counts	F1NFM.sam.counts	F1NNM.sam.counts	F2D3Q.sam.counts	F2DFM.sam.counts	F2DNM.sam.counts	F2N1Q.sam.counts	F2N3Q.sam.counts	F2NFM.sam.counts	F2NNM.sam.counts	F3DFM.sam.counts	F3DNM.sam.counts	F3N1Q.sam.counts	F3N3Q.sam.counts	F3NFM.sam.counts	F3NNM.sam.counts	
isogroup36965	9	12	12	5	8	10	26	9	18	33	21	35	28	3	13	6	7	11	6	3	
isogroup36966	52	47	25	24	51	24	64	20	38	41	38	39	29	22	22	30	20	11	19	26	
isogroup36967	76	78	30	42	80	77	70	26	39	47	43	56	27	45	14	60	17	25	11	24	
isogroup36968	7	5	3	10	13	6	6	5	0	4	6	5	3	6	1	8	2	4	1	3	
isogroup36969	3	14	3	15	12	13	8	2	13	9	20	9	8	12	2	9	3	6	6	4	
isogroup36970	31	53	29	32	43	52	98	20	51	75	43	75	17	38	18	47	14	43	14	27	
isogroup36971	25	26	11	3	18	9	15	28	21	26	30	38	44	9	6	6	10	23	12	11	
isogroup36972	51	205	92	119	301	153	145	63	111	144	81	294	89	124	59	178	46	158	45	73	
isogroup36973	288	552	228	357	592	375	466	208	352	461	411	320	325	364	228	369	283	300	254	219	
isogroup36974	133	211	156	201	314	199	329	153	246	254	269	318	131	197	117	164	117	173	117	133	
isogroup36975	0	2	17	0	0	0	1	0	2	1	16	0	1	0	0	0	0	0	0	22	
isogroup36976	29	88	33	46	46	58	78	40	60	61	86	33	58	65	43	43	59	65	71	32	
isogroup36977	86	74	41	46	136	89	106	50	48	75	53	80	34	65	25	71	23	32	21	27	
isogroup36978	8	6	3	4	7	7	3	1	4	1	0	5	3	3	1	3	1	3	1	0	
isogroup36979	0	3	4	7	2	5	6	0	5	4	4	1	3	3	3	8	3	2	2	2	
isogroup3698	7	4	11	3	6	10	18	17	7	20	8	16	8	7	7	2	4	10	4	8	
isogroup36980	7	19	71	6	12	9	6	2	11	4	129	3	12	1	2	5	1	10	3	365	
isogroup36981	0	4	1	1	1	0	1	0	3	0	4	0	0	1	4	2	4	0	1	1	
isogroup36982	8	11	31	2	7	4	6	10	3	9	5	5	6	4	7	3	5	5	1	23	
isogroup36983	36	48	21	14	57	45	46	13	23	47	28	47	31	19	15	26	22	51	14	24	
isogroup36984	34	126	54	93	45	81	91	28	87	88	112	30	78	53	44	49	63	25	72	27	
isogroup36985	9	77	29	56	23	68	50	1	34	17	35	8	10	45	20	42	18	4	9	12	
isogroup36986	119	19	15	12	15	12	5	3	2	4	5	3	5	9	0	2	1	3	1	1	
isogroup36988	3	6	1	7	4	8	5	0	2	5	4	1	3	7	0	10	2	0	0	1	
isogroup36989	0	0	14	0	0	0	0	0	0	1	36	0	1	0	0	0	0	1	0	33	
isogroup3699	2	8	2	1	4	6	1	2	0	5	1	2	0	1	0	1	1	1	2	1	
isogroup36990	0	4	1	3	0	4	1	2	1	1	1	0	1	2	1	2	1	0	1	2	
isogroup36991	12	31	12	25	20	18	10	4	18	14	13	15	6	10	10	29	9	14	5	12	
isogroup36992	0	40	10	15	15	12	9	1	9	5	7	1	4	8	10	11	2	2	2	1	
isogroup36993	13	24	4	11	20	16	23	3	5	15	9	17	9	16	3	20	8	3	3	2	
isogroup36995	60	15	11	6	12	22	4	2	2	9	3	7	5	8	1	8	2	1	3	2	
isogroup36996	22	39	10	19	65	26	39	9	29	31	20	31	13	27	12	24	7	19	7	11	
isogroup36997	21	34	8	11	27	19	6	0	4	5	3	4	4	18	1	20	0	2	2	2	
isogroup36998	35	11	2	7	4	10	1	1	0	3	4	3	2	5	1	7	3	0	1	2	
isogroup36999	23	25	23	14	36	16	46	8	9	27	11	13	5	32	4	38	4	4	3	3	
isogroup37	13	66	8	78	55	65	52	14	36	30	64	47	40	49	23	40	25	19	19	7	
isogroup370	269	269	61	109	276	251	90	81	39	92	34	124	105	65	23	158	22	35	21	15	
isogroup3700	2	3	2	3	5	5	2	0	0	3	1	2	1	6	0	4	0	0	0	0	
isogroup37000	1	6	2	5	0	4	10	0	7	5	11	3	3	2	2	4	2	0	3	0	
isogroup37001	85	88	49	39	79	64	58	39	38	46	28	73	43	46	24	68	25	53	23	30	
isogroup37002	156	271	116	153	282	177	178	52	89	114	108	137	49	126	82	184	90	133	58	114	
isogroup37003	54	85	35	62	143	79	114	28	28	90	80	89	57	67	30	78	44	63	29	96	
isogroup37004	27	36	32	18	51	28	57	39	44	104	55	46	42	27	36	31	29	29	38	24	
isogroup37005	8	19	11	9	15	11	9	5	13	8	14	8	11	2	7	10	18	14	18	17	
isogroup37006	52	73	74	49	86	60	52	18	42	67	78	52	58	43	38	46	55	57	58	152	
isogroup37007	28	54	22	36	78	47	42	10	14	25	23	28	16	33	7	34	12	16	11	13	
isogroup37008	2	13	8	13	4	11	9	2	7	4	9	1	3	3	11	4	3	1	4	5	
isogroup37009	42	45	20	30	77	42	52	21	20	33	21	44	18	27	22	21	14	41	19	21	
isogroup3701	7	2	5	0	5	2	1	2	0	2	1	3	1	0	3	2	5	4	2	5	
isogroup37010	161	197	101	95	301	111	102	45	69	82	175	92	52	108	42	145	40	72	25	325	
isogroup37011	198	328	81	183	325	272	181	87	118	138	79	167	110	168	70	219	62	114	48	69	
isogroup37012	98	155	96	98	133	173	168	104	133	206	106	235	96	160	101	156	52	65	106	63	
isogroup37013	13	17	23	10	15	16	11	8	9	10	12	15	11	5	9	7	24	31	18	12	
isogroup37014	6	25	14	17	32	26	8	2	8	10	8	16	6	4	19	7	19	9	11	12	
isogroup37015	189	325	116	197	294	176	199	174	242	257	209	238	254	188	128	140	148	233	221	117	
isogroup37016	6	31	27	27	24	31	42	8	40	30	52	20	44	32	24	30	36	24	46	84	
isogroup37017	286	547	199	340	554	398	310	122	287	202	179	290	119	268	140	303	67	134	48	85	
isogroup37018	22	25	43	7	55	10	17	7	5	11	26	12	16	16	14	13	23	28	9	43	
isogroup37019	13	84	20	58	63	50	48	8	40	30	38	30	25	46	23	44	14	14	15	12	
isogroup3702	1	2	1	5	2	5	6	1	2	1	4	1	4	2	3	0	3	5	3	5	
isogroup37020	0	1	7	0	1	0	0	0	2	11	0	13	0	3	0	0	0	51	7	13	
isogroup37021	483	608	359	402	719	596	701	342	338	561	328	665	338	420	273	408	209	295	173	223	
isogroup37022	76	80	59	52	68	66	138	72	74	93	83	108	81	50	52	65	51	86	76	40	
isogroup37023	11	41	20	33	62	36	4	2	2	2	2	2	4	30	4	33	2	29	7	9	
isogroup37024	1	6	0	3	7	5	2	2	7	8	5	2	6	1	0	2	4	2	5	3	
isogroup37025	104	152	78	67	151	117	122	55	86	125	93	136	79	74	77	86	68	91	60	53	
isogroup37026	74	101	43	75	95	63	105	64	60	90	51	114	64	61	25	56	20	27	27	29	
isogroup37027	54	106	220	45	87	86	62	31	46	59	261	41	33	43	21	44	13	47	34	624	
isogroup37028	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
isogroup37029	1	2	1	2	1	0	0	1	0	3	1	1	0	0	1	1	0	0	0	0	
isogroup3703	1	3	5	6	3	0	1	2	1	3	1	2	0	4	0	3	1	3	3	2	
isogroup37030	48	58	48	18	60	39	37	28	19	33	11	29	31	31	13	47	10	19	22	13	
isogroup37031	13	83	24	45	26	39	27	20	58	41	43	13	33	32	19	18	30	13	26	17	
isogroup37032	7	14	15	10	6	10	33	18	26	34	28	31	27	11	15	3	17	11	12	7	
isogroup37033	134	95	14	48	96	59	40	20	19	12	13	25	22	27	8	40	6	10	7	4	
isogroup37034	597	956	495	647	1021	1045	1015	332	484	729	494	687	393	696	318	720	293	409	266	356	
isogroup37035	12	12	34	6	9	13	86	70	69	87	58	94	90	19	34	5	29	45	19	14	
isogroup37036	17	18	3	6	11	15	12	8	11	10	12	17	7	6	3	14	3	3	7	1	
isogroup37037	6	87	17	60	17	45	32	5	52	31	43	11	21	16	14	27	37	7	27	15	
isogroup37038	19	49	64	27	89	54	128	37	78	104	176	107	55	44	44	34	35	50	17	250	
isogroup37039	2	5	6	4	0	11	2	4	8	6	9	5	3	2	3	2	1	1	4	6	
isogroup3704	3	5	1	2	8	4	5	5	4	1	4	2	4	1	4	1	6	2	1	3	
isogroup37040	0	5	8	3	3	4	10	1	6	7	18	4	4	0	6	1	3	0	0	3	
isogroup37041	13	18	5	14	16	19	8	1	8	5	8	4	1	11	4	22	2	3	1	4	
isogroup37042	24	32	5	9	30	17	11	4	7	6	3	9	4	15	1	11	0	1	1	1	
isogroup37043	82	85	19	50	164	98	64	13	15	26	16	43	16	66	17	74	10	37	16	21	
isogroup37045	95	337	69	289	112	225	88	42	143	77	219	75	120	109	77	103	62	25	61	35	
isogroup37046	6	12	2	13	6	22	7	0	5	5	4	5	4	13	2	10	0	1	0	0	
isogroup37047	461	608	313	362	755	734	647	215	272	380	271	457	222	448	168	470	138	197	115	172	
isogroup37048	64	28	12	7	38	39	29	15	16	20	15	24	14	17	18	10	20	14	2	11	
isogroup37049	51	68	61	47	75	42	128	36	76	100	75	120	59	43	50	53	26	31	27	22	
isogroup3705	1	0	0	1	2	2	3	1	2	1	2	0	0	0	2	0	0	1	0	1	
isogroup37050	20	71	19	36	140	60	54	21	34	51	22	116	19	37	11	62	14	61	9	27	
isogroup37051	1	0	15	0	1	0	0	2	1	0	5	0	1	0	0	1	1	0	1	18	
isogroup37052	0	3	1	0	0	1	2	0	0	0	0	1	0	0	0	1	0	0	0	0	
isogroup37053	48	75	34	27	57	50	23	6	10	20	12	32	18	33	16	33	12	31	12	18	
isogroup37054	4	1	0	0	2	2	2	0	0	0	0	0	0	1	1	0	3	1	0	0	
isogroup37055	159	769	410	511	1249	526	591	115	287	600	309	1027	213	638	175	893	121	567	121	305	
isogroup37056	111	220	67	101	257	172	149	56	85	110	70	158	75	104	51	102	31	60	35	43	
isogroup37057	1299	2959	492	935	2017	3558	888	220	334	375	312	577	528	1920	167	856	352	426	198	249	
isogroup37059	38	104	202	87	64	94	80	32	73	69	229	39	99	57	81	64	98	54	96	508	
isogroup37060	15	48	17	46	51	69	18	2	20	17	30	23	8	23	13	28	19	16	2	8	
isogroup37061	39	152	53	84	195	93	84	34	55	99	56	179	65	85	39	131	21	97	33	48	
isogroup37062	44	98	31	39	75	75	33	8	32	28	18	25	9	48	21	57	15	43	14	34	
isogroup37063	136	161	62	120	173	112	118	80	116	121	106	130	78	129	75	119	70	71	66	42	
isogroup37064	18	156	77	81	28	140	172	6	109	106	135	37	41	68	45	65	38	19	41	126	
isogroup37065	39	80	27	59	69	58	73	34	42	57	49	59	68	33	35	32	27	27	33	22	
isogroup37066	85	227	88	126	141	183	588	441	612	697	560	590	563	193	73	114	84	68	95	64	
isogroup37067	4	4	1	2	3	6	4	1	1	6	4	2	4	4	1	2	1	0	0	0	
isogroup37068	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup37069	18	35	11	31	37	17	36	25	34	20	35	33	34	20	24	18	19	39	21	14	
isogroup3707	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroup37070	7	32	42	21	22	33	28	6	24	24	37	18	20	18	24	15	34	19	20	22	
isogroup37071	1	20	9	11	3	19	11	1	8	3	29	0	2	3	4	8	5	3	3	37	
isogroup37072	8	9	172	0	3	6	2	1	10	3	121	2	5	0	0	2	0	10	6	399	
isogroup37073	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	
isogroup37075	14	47	11	28	16	40	28	2	24	18	27	9	12	28	14	31	12	3	11	2	
isogroup37076	1	5	2	0	0	3	3	0	1	2	7	0	0	2	1	0	2	0	4	3	
isogroup37077	1	2	29	0	0	0	1	0	5	0	77	0	7	1	0	0	0	2	1	114	
isogroup37078	8	5	171	0	0	0	0	1	14	0	212	1	2	0	0	0	0	5	15	527	
isogroup37079	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	
isogroup37080	58	76	26	38	130	85	65	25	25	56	27	81	32	48	21	47	16	32	8	18	
isogroup37081	37	55	23	13	85	43	48	23	20	35	29	42	29	23	10	33	13	31	15	36	
isogroup37082	6	20	7	24	12	13	9	4	6	6	17	23	4	7	5	8	10	21	4	11	
isogroup37083	0	0	2	0	0	4	1	0	1	2	1	1	1	0	1	0	0	1	7	2	
isogroup37084	42	37	49	27	80	32	39	17	17	34	63	50	19	24	36	23	22	25	23	81	
isogroup37085	24	60	26	29	31	31	21	11	10	18	9	17	14	14	15	18	7	14	9	14	
isogroup37086	1	1	4	1	1	3	2	0	2	2	5	3	1	5	2	3	6	6	0	5	
isogroup37087	18	50	8	48	46	61	25	9	25	29	20	18	40	42	1	22	7	11	7	7	
isogroup37089	31	40	13	35	27	41	20	8	16	9	12	13	12	22	10	30	6	7	3	4	
isogroup3709	0	1	1	0	0	1	0	0	3	0	1	1	0	1	3	0	1	0	1	0	
isogroup37090	123	382	72	157	206	215	158	76	164	140	143	153	135	106	80	125	63	79	56	49	
isogroup37091	32	201	57	136	93	207	138	17	146	87	139	58	41	86	60	102	46	29	27	34	
isogroup37092	32	251	207	202	79	185	281	29	329	428	198	57	36	180	94	333	34	43	72	24	
isogroup37093	0	3	1	0	2	3	1	0	4	3	2	0	3	0	2	0	1	0	2	2	
isogroup37094	1	10	5	5	5	9	3	0	5	2	6	2	5	3	3	2	1	1	0	1	
isogroup37095	2	2	3	2	1	5	3	0	4	1	4	1	2	0	5	0	1	1	2	3	
isogroup37096	48	55	23	27	52	38	71	20	20	34	22	38	18	29	17	29	14	27	18	23	
isogroup37097	22	18	9	6	21	14	31	13	19	24	19	29	14	7	6	16	3	11	2	6	
isogroup37098	40	84	22	53	65	72	60	27	49	42	51	58	37	33	20	33	15	14	12	9	
isogroup37099	3	6	4	9	9	15	13	0	5	9	22	8	5	11	6	6	5	7	3	2	
isogroup371	98	131	40	48	86	82	91	53	40	74	27	70	53	50	35	73	22	25	10	12	
isogroup3710	0	3	2	0	1	3	3	0	0	1	1	2	0	0	2	1	1	2	2	0	
isogroup37100	3	3	5	1	0	6	3	1	1	1	4	2	5	1	7	0	8	2	13	7	
isogroup37101	19	43	9	22	28	23	20	3	9	17	7	34	16	26	8	28	8	17	14	4	
isogroup37102	1	0	11	0	0	0	0	0	2	0	21	0	1	0	0	0	0	2	1	39	
isogroup37103	0	4	1	3	3	6	2	0	3	2	2	0	0	3	3	1	1	0	4	0	
isogroup37104	4	5	14	2	0	1	4	0	1	2	5	4	1	3	1	3	3	1	3	12	
isogroup37105	304	639	292	447	905	739	646	179	302	402	290	599	209	562	177	378	106	206	85	136	
isogroup37106	2	9	21	5	12	8	5	1	8	6	29	9	2	3	2	2	0	9	5	74	
isogroup37107	3	2	5	2	4	2	12	3	3	4	8	7	8	3	1	2	3	2	3	6	
isogroup37108	59	95	17	68	88	68	80	33	63	39	52	56	39	50	20	42	12	14	10	7	
isogroup37109	7	6	8	4	14	6	3	2	4	3	1	5	1	3	5	4	6	12	5	6	
isogroup3711	0	3	1	3	0	3	3	0	3	2	2	1	0	2	2	3	1	1	0	0	
isogroup37110	1	2	4	5	2	6	0	3	5	1	10	1	5	3	4	4	9	1	11	9	
isogroup37111	5	6	128	1	0	0	0	1	23	1	269	1	6	1	1	0	1	19	10	501	
isogroup37112	66	89	40	53	89	81	86	27	43	70	45	69	46	55	35	61	24	36	31	33	
isogroup37113	48	92	46	62	59	78	81	22	59	62	71	45	57	48	35	64	44	39	37	47	
isogroup37114	198	401	210	222	546	304	430	121	183	299	161	294	108	213	146	321	133	276	68	193	
isogroup37115	1	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	
isogroup37116	10	35	13	31	16	45	16	4	14	12	21	6	14	35	10	23	15	14	13	13	
isogroup37117	52	99	55	59	100	82	91	38	64	74	65	66	56	59	25	75	29	30	22	14	
isogroup37118	2	19	6	8	28	13	9	1	3	8	3	27	3	10	3	17	1	8	1	3	
isogroup37119	23	48	26	31	46	31	37	14	30	38	19	58	29	19	16	48	16	19	9	12	
isogroup3712	0	0	3	0	0	0	2	1	3	2	4	0	3	0	7	1	8	1	3	3	
isogroup37120	5	11	3	3	6	11	9	7	15	3	6	5	13	13	4	8	4	5	11	1	
isogroup37121	5	42	16	36	8	29	24	14	42	28	62	13	38	35	26	28	23	8	41	19	
isogroup37122	193	246	123	147	253	215	173	71	148	146	111	146	117	148	90	155	69	90	105	80	
isogroup37123	34	54	22	37	48	36	44	25	29	37	26	33	32	38	13	37	13	18	17	13	
isogroup37124	42	69	24	21	56	54	49	19	33	48	28	49	31	34	19	31	18	20	12	21	
isogroup37125	2	11	14	18	2	10	38	2	43	18	59	16	11	3	16	4	41	10	20	16	
isogroup37126	128	285	112	133	363	164	272	97	129	207	146	252	127	175	168	181	152	156	71	156	
isogroup37127	27	36	17	22	43	38	24	12	14	21	9	17	7	25	11	32	8	18	3	19	
isogroup37128	63	98	40	61	118	88	107	32	44	85	35	87	31	70	25	64	20	32	7	19	
isogroup37129	9	25	6	13	17	28	19	2	18	12	14	7	10	11	6	21	4	2	6	2	
isogroup3713	11	24	4	21	18	8	5	1	7	5	12	6	2	12	3	16	5	3	1	4	
isogroup37130	1	2	1	0	2	2	0	0	0	0	0	0	1	0	4	1	2	1	1	0	
isogroup37131	2	52	29	46	3	42	22	12	58	31	60	7	31	21	31	16	58	13	54	28	
isogroup37132	15	31	12	20	22	19	46	12	14	18	19	15	16	26	8	29	4	14	3	8	
isogroup37133	0	3	3	2	2	3	5	7	7	11	4	9	6	2	2	2	2	2	4	1	
isogroup37134	12	15	297	4	13	18	429	158	239	308	285	424	139	61	208	13	239	319	114	333	
isogroup37135	2	6	156	0	0	2	0	1	9	0	247	3	1	0	5	0	5	18	18	500	
isogroup37136	218	514	124	248	503	403	102	42	48	60	103	39	42	181	71	386	30	59	27	212	
isogroup37137	0	0	10	1	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	21	
isogroup37138	1	2	5	2	2	1	4	0	4	3	4	1	3	0	2	2	1	1	5	3	
isogroup37139	23	134	43	116	75	107	92	15	107	62	132	22	39	55	40	76	40	25	53	36	
isogroup3714	4	10	7	3	10	7	9	2	12	5	6	12	6	3	0	6	4	9	1	5	
isogroup37140	223	273	103	167	285	214	193	66	141	169	151	170	110	132	80	175	82	111	64	71	
isogroup37141	46	150	39	93	91	120	86	19	92	52	85	32	53	68	48	82	26	20	53	28	
isogroup37142	266	440	1583	229	373	439	2258	1450	2088	2214	1615	3180	1411	735	1683	218	1450	1972	962	1218	
isogroup37143	27	52	22	20	44	33	35	16	42	33	37	24	30	19	48	14	38	24	47	22	
isogroup37144	32	107	59	71	77	98	106	25	64	76	109	67	69	62	48	93	43	62	35	85	
isogroup37145	4	24	6	13	8	16	8	2	0	19	3	6	14	14	5	21	2	1	9	3	
isogroup37146	5	5	4	2	6	4	10	6	2	12	8	9	4	5	8	6	2	6	1	2	
isogroup37147	43	63	12	33	91	52	21	7	4	12	1	15	9	30	13	44	4	4	6	6	
isogroup37148	103	134	40	63	111	104	83	47	70	68	66	90	64	53	48	71	36	29	27	36	
isogroup37149	0	16	4	15	14	18	16	2	9	4	8	9	2	6	4	7	4	6	7	5	
isogroup3715	0	1	1	1	3	2	3	3	5	5	5	4	1	1	3	2	9	2	2	5	
isogroup37150	14	29	21	14	62	19	30	9	16	25	21	16	7	19	21	33	18	16	15	23	
isogroup37151	6	22	14	9	15	15	13	7	16	12	19	10	13	5	16	6	27	13	14	10	
isogroup37152	62	70	17	51	71	40	46	25	25	32	22	61	26	56	10	41	8	24	19	14	
isogroup37153	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	5	
isogroup37154	10	7	7	2	6	3	8	1	3	4	4	1	2	1	4	7	1	2	3	7	
isogroup37155	29	60	14	47	25	40	22	24	18	27	31	42	28	20	12	26	8	19	49	6	
isogroup37156	64	69	13	27	86	58	39	26	26	34	30	62	36	40	9	31	6	17	7	8	
isogroup37157	18	78	12	64	28	67	41	17	28	34	52	11	24	31	8	26	16	6	16	7	
isogroup37158	65	180	70	115	154	105	106	60	122	102	101	88	119	85	77	95	115	110	129	70	
isogroup37159	10	11	9	12	27	12	18	10	14	34	19	38	19	11	8	15	11	35	5	13	
isogroup3716	17	18	2	6	16	19	7	2	0	9	0	9	11	5	0	16	0	2	1	0	
isogroup37160	54	134	68	71	154	92	103	46	76	80	84	97	50	96	74	74	70	104	45	72	
isogroup37161	32	43	20	22	48	32	46	28	37	45	91	53	35	28	17	32	16	30	10	79	
isogroup37162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	
isogroup37163	122	288	97	141	203	182	207	65	135	157	122	164	108	115	62	130	59	60	71	45	
isogroup37164	471	452	106	188	405	317	289	117	119	199	101	318	251	146	43	229	33	36	46	25	
isogroup37165	27	28	15	22	26	33	23	9	12	25	16	18	15	11	7	16	8	3	6	17	
isogroup37166	1	2	0	2	0	0	1	1	2	2	2	2	0	1	3	0	2	5	0	0	
isogroup37167	1	2	0	0	1	1	1	0	0	0	0	1	0	2	0	1	0	1	0	2	
isogroup37168	11	26	15	22	17	29	28	2	23	24	13	7	29	27	17	22	19	11	12	22	
isogroup37169	0	4	2	1	0	3	0	0	3	1	4	0	1	1	3	2	1	0	4	0	
isogroup3717	12	91	45	82	19	92	49	17	102	47	100	30	80	40	36	49	45	22	66	30	
isogroup37170	14	50	10	16	23	16	13	7	15	14	25	10	9	13	6	29	9	6	1	9	
isogroup37171	0	0	0	1	0	1	2	0	0	0	1	0	0	0	0	0	0	0	1	0	
isogroup37172	27	37	8	17	34	40	42	22	22	18	14	23	15	14	12	27	7	5	4	1	
isogroup37173	8	28	18	9	16	14	42	16	8	32	19	29	4	11	7	18	5	6	5	5	
isogroup37174	54	97	78	66	99	82	56	45	75	75	74	63	85	70	69	45	95	117	109	133	
isogroup37175	19	35	7	20	47	31	27	4	9	19	8	23	12	27	9	29	2	2	2	3	
isogroup37176	9	53	84	38	33	38	40	11	32	30	120	19	23	28	22	19	11	24	15	235	
isogroup37177	15	49	15	25	28	42	44	19	45	37	27	61	32	19	17	38	23	26	12	13	
isogroup37178	2	3	1	0	1	2	4	0	7	2	1	2	2	2	5	3	1	2	2	3	
isogroup37179	1	2	2	2	6	2	2	0	2	0	4	0	1	0	3	2	3	1	2	2	
isogroup3718	8	15	2	4	7	11	4	2	2	3	0	2	1	7	6	5	1	1	0	0	
isogroup37180	9	21	34	24	22	17	18	17	42	28	96	9	34	12	31	14	26	16	44	146	
isogroup37181	95	80	40	38	69	62	41	12	28	24	23	23	31	28	36	42	19	16	27	20	
isogroup37182	37	63	34	41	115	56	41	21	22	15	59	35	24	29	27	30	27	32	16	87	
isogroup37183	18	22	28	13	28	17	12	14	9	21	26	16	12	7	14	16	14	23	14	49	
isogroup37184	42	53	20	29	64	50	51	37	47	50	30	65	41	25	15	37	12	30	12	10	
isogroup37185	1	5	1	0	0	3	1	1	1	1	5	0	0	0	1	2	0	0	2	4	
isogroup37186	21	25	6	24	37	15	17	24	8	14	23	19	11	5	5	8	7	13	7	3	
isogroup37187	127	182	45	106	216	134	73	29	35	33	28	59	21	82	43	135	14	30	19	15	
isogroup37188	3	12	9	16	8	18	19	9	27	18	29	20	6	2	5	7	12	9	2	0	
isogroup37189	68	429	164	77	139	73	73	45	125	419	49	84	43	57	110	393	33	21	36	10	
isogroup3719	22	34	9	22	26	29	17	6	12	8	11	11	10	16	2	19	7	3	9	6	
isogroup37190	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup37191	12	60	20	25	76	35	39	12	25	20	35	23	14	40	20	45	20	13	8	21	
isogroup37192	3	19	12	13	5	16	7	2	15	15	20	2	7	12	13	8	10	8	16	10	
isogroup37193	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	2	
isogroup37194	9	35	16	18	65	26	33	13	14	23	17	24	17	23	51	20	48	60	33	38	
isogroup37195	0	0	1	1	2	3	1	0	1	1	0	3	0	0	0	0	1	0	0	0	
isogroup37196	58	102	39	64	95	85	35	16	43	31	28	28	20	51	35	71	26	32	21	23	
isogroup37197	43	116	33	46	77	62	68	23	46	60	53	56	35	44	16	47	14	21	19	40	
isogroup37198	15	7	2	2	4	2	10	1	3	6	2	4	2	3	0	3	1	0	3	0	
isogroup37199	24	21	19	9	18	23	16	8	7	13	8	13	12	8	6	13	2	9	3	6	
isogroup372	283	586	213	446	640	679	466	270	514	483	369	586	320	339	195	382	149	193	76	62	
isogroup37200	100	232	72	117	178	176	93	52	66	81	73	77	83	77	57	111	25	37	40	21	
isogroup37201	94	61	19	41	88	45	60	45	32	42	27	37	27	27	20	36	18	23	6	6	
isogroup37202	3	7	105	2	0	1	1	1	21	1	319	1	15	0	1	0	0	13	16	652	
isogroup37203	4	15	3	4	6	4	7	0	1	4	3	4	8	1	2	6	1	1	4	1	
isogroup37204	2	19	3	11	3	13	1	1	3	2	7	3	5	2	3	12	3	2	7	0	
isogroup37205	28	48	18	17	35	35	92	36	33	86	37	91	47	15	10	19	12	13	9	11	
isogroup37206	13	12	326	1	0	0	0	2	17	0	298	0	7	3	2	0	0	22	17	777	
isogroup37207	12	27	33	25	16	22	16	2	21	18	45	9	19	16	14	16	20	12	12	24	
isogroup37208	750	1717	389	757	1447	1119	752	307	494	594	343	561	396	831	249	1150	110	174	132	263	
isogroup37209	12	20	2	5	7	13	4	3	6	10	3	6	1	9	3	15	1	2	1	0	
isogroup37210	0	0	1	0	0	1	6	3	8	0	4	3	2	0	0	0	1	5	2	5	
isogroup37211	2	4	91	0	3	1	1	1	15	0	362	1	23	0	0	2	3	10	12	678	
isogroup37212	113	314	114	145	246	205	275	91	164	201	155	224	106	152	80	168	41	99	39	73	
isogroup37213	143	125	46	45	153	98	97	61	58	77	51	97	53	62	15	53	11	27	14	16	
isogroup37214	12	11	5	8	26	16	12	1	6	7	13	7	7	14	20	14	13	9	5	11	
isogroup37215	59	92	30	57	140	69	69	31	60	45	54	64	51	62	42	52	53	48	41	29	
isogroup37216	22	45	15	20	24	28	21	8	17	22	17	14	11	41	2	28	6	8	9	8	
isogroup37217	0	3	1	0	0	1	2	0	1	0	1	0	1	1	1	3	1	0	1	0	
isogroup37218	22	15	5	16	17	9	6	1	0	1	1	2	2	7	1	12	1	1	2	1	
isogroup37219	8	25	10	8	13	21	29	23	16	31	18	30	20	7	7	9	14	6	3	8	
isogroup3722	4	2	1	0	3	4	0	0	0	1	1	1	4	0	2	1	1	0	4	0	
isogroup37220	28	24	154	7	18	17	22	15	31	20	278	30	36	11	2	9	6	32	21	753	
isogroup37221	65	57	36	24	38	32	36	18	31	32	39	26	31	24	12	22	13	13	12	21	
isogroup37222	5	8	168	3	2	3	0	0	3	1	96	0	2	0	1	1	1	9	10	585	
isogroup37223	27	49	5	16	26	41	18	15	10	19	6	11	14	9	5	15	6	8	2	4	
isogroup37224	29	184	345	100	38	88	157	12	166	172	579	31	132	81	66	81	75	39	88	820	
isogroup37225	40	149	83	97	77	117	91	37	129	103	147	33	136	81	86	90	116	56	137	68	
isogroup37226	2	7	6	4	2	2	3	0	3	2	2	1	0	3	5	4	7	2	5	3	
isogroup37227	221	485	155	298	578	310	390	180	291	363	208	480	180	251	133	345	103	165	82	113	
isogroup37228	7	28	9	13	9	17	14	7	27	14	21	21	26	8	29	8	15	12	34	13	
isogroup37229	174	287	174	239	345	326	360	102	201	212	178	278	109	222	138	235	98	194	73	111	
isogroup37230	0	6	2	3	1	1	1	0	2	1	8	0	1	0	3	2	2	0	3	0	
isogroup37231	1	6	1	3	3	11	4	1	1	0	5	1	0	6	7	12	1	0	0	0	
